match_id,game_date,game_duration_min,champion,position,win,kills,deaths,assists,kda,cs,cs_per_min,gold,gold_per_min,damage,damage_per_min,vision_score,double_kills,triple_kills,quadra_kills,penta_kills,game_mode
KR_8326008240,2026-08-03 13:45:44.761,34.32,TwistedFate,MIDDLE,0,8,10,8,1.6,250,7.29,16616,484.2,31138,907.37,27,1,0,0,0,CLASSIC
KR_8325931725,2026-08-03 13:11:54.116,28.55,Kassadin,MIDDLE,1,4,7,1,0.71,194,6.8,10527,368.72,19260,674.61,17,0,0,0,0,CLASSIC
KR_8325856917,2026-08-03 12:34:50.465,30.65,Annie,MIDDLE,0,5,11,8,1.18,211,6.88,11527,376.08,30569,997.36,28,0,0,0,0,CLASSIC
KR_8325801001,2026-08-03 11:52:34.242,36.65,Zaahen,TOP,0,13,6,10,3.83,259,7.07,18938,516.73,53723,1465.84,41,1,0,0,0,CLASSIC
KR_8325501290,2026-08-03 07:54:18.695,18.53,TwistedFate,MIDDLE,0,0,5,4,0.8,126,6.8,6347,342.46,7354,396.8,13,0,0,0,0,CLASSIC
KR_8325321854,2026-08-03 05:00:55.465,28.63,TwistedFate,MIDDLE,1,4,3,18,7.33,226,7.89,13486,470.99,22569,788.21,30,0,0,0,0,CLASSIC
KR_8324865889,2026-08-02 15:03:33.017,20.42,TwistedFate,MIDDLE,1,5,5,6,2.2,153,7.49,9474,464.03,16745,820.16,11,0,0,0,0,CLASSIC
KR_8324780359,2026-08-02 14:11:06.752,44.58,Zaahen,TOP,0,6,13,12,1.38,276,6.19,17483,392.14,32992,740.01,57,0,0,0,0,CLASSIC
KR_8324489152,2026-08-02 11:42:18.247,43.28,Ornn,TOP,1,13,7,21,4.86,288,6.65,18796,434.25,61438,1419.44,50,0,0,0,0,CLASSIC
KR_8323634871,2026-08-01 22:51:56.840,52.58,Hwei,MIDDLE,1,9,12,13,1.83,360,6.85,20141,383.03,39458,750.39,42,1,0,0,0,CLASSIC
KR_8322659725,2026-08-01 09:06:30.796,32.72,Annie,MIDDLE,1,8,6,6,2.33,194,5.93,12442,380.3,25539,780.61,26,1,1,0,0,CLASSIC
KR_8322620275,2026-08-01 08:33:33.759,28.05,Malphite,TOP,0,1,5,7,1.6,234,8.34,10915,389.13,23040,821.39,23,0,0,0,0,CLASSIC
KR_8322591133,2026-08-01 08:12:11.859,15.35,Bard,UTILITY,1,0,3,8,2.67,13,0.85,4794,312.31,6242,406.64,33,0,0,0,0,CLASSIC
KR_8322258543,2026-08-01 03:43:33.512,22.45,Pantheon,MIDDLE,1,11,2,1,6.0,200,8.91,12490,556.35,17935,798.89,20,1,0,0,0,CLASSIC
KR_8321606235,2026-07-31 13:51:06.849,37.4,TwistedFate,MIDDLE,1,3,5,24,5.4,315,8.42,20787,555.8,36322,971.18,22,0,0,0,0,CLASSIC
KR_8321112125,2026-07-31 08:05:16.289,27.42,Fizz,MIDDLE,0,11,8,3,1.75,205,7.48,13607,496.3,25826,941.98,18,3,0,0,0,CLASSIC
KR_8321065235,2026-07-31 07:29:09.857,23.95,TwistedFate,MIDDLE,1,5,3,7,4.0,191,7.97,10668,445.43,15984,667.39,21,0,0,0,0,CLASSIC
KR_8320530634,2026-07-30 16:00:43.104,24.67,TwistedFate,MIDDLE,1,8,2,5,6.5,181,7.34,12064,489.08,21390,867.16,15,1,1,0,0,CLASSIC
KR_8320421644,2026-07-30 14:47:54.146,27.6,TwistedFate,MIDDLE,0,2,9,10,1.33,196,7.1,11153,404.09,24083,872.57,23,0,0,0,0,CLASSIC
KR_8320214310,2026-07-30 12:59:10.658,29.47,TwistedFate,MIDDLE,1,4,7,13,2.43,199,6.75,12970,440.16,20490,695.36,20,0,0,0,0,CLASSIC
KR_8320078032,2026-07-30 11:31:25.727,15.25,TwistedFate,MIDDLE,0,1,6,3,0.67,109,7.15,5419,355.34,7743,507.74,11,0,0,0,0,CLASSIC
KR_8319134322,2026-07-29 14:19:15.035,26.9,Briar,JUNGLE,1,14,6,5,3.17,193,7.17,15845,589.03,26492,984.83,14,3,0,0,0,CLASSIC
KR_8319081614,2026-07-29 13:51:39.159,20.92,Talon,MIDDLE,0,2,10,2,0.4,131,6.26,7052,337.15,11403,545.16,9,0,0,0,0,CLASSIC
KR_8319036490,2026-07-29 13:24:53.757,18.43,Annie,MIDDLE,0,2,5,0,0.4,154,8.35,6403,347.36,10608,575.48,6,0,0,0,0,CLASSIC
KR_8318966848,2026-07-29 12:47:48.281,31.4,TwistedFate,MIDDLE,1,8,8,12,2.5,194,6.18,13950,444.27,26361,839.52,29,0,0,0,0,CLASSIC
KR_8318897182,2026-07-29 12:04:28.699,38.25,Hwei,MIDDLE,0,5,6,18,3.83,296,7.74,16151,422.25,48775,1275.16,30,0,0,0,0,CLASSIC
KR_8317974551,2026-07-28 14:34:17.325,28.6,Yone,MIDDLE,0,8,8,2,1.25,211,7.38,11714,409.58,22211,776.61,24,1,0,0,0,CLASSIC
KR_8317907533,2026-07-28 13:58:47.979,30.03,Akali,MIDDLE,1,4,5,3,1.4,190,6.33,10840,360.93,13286,442.38,30,0,0,0,0,CLASSIC
KR_8317201488,2026-07-28 04:03:07.937,28.1,Hwei,MIDDLE,0,4,13,12,1.23,190,6.76,10989,391.07,26199,932.35,14,0,0,0,0,CLASSIC
KR_8315503794,2026-07-26 14:25:04.307,36.55,Hwei,MIDDLE,1,9,4,25,8.5,233,6.37,15448,422.65,47434,1297.78,20,1,0,0,0,CLASSIC
KR_8314889089,2026-07-26 08:41:33.555,42.15,Ambessa,TOP,0,7,9,7,1.56,276,6.55,15986,379.26,39686,941.54,45,1,0,0,0,CLASSIC
KR_8313984701,2026-07-25 15:31:57.534,29.55,Hwei,MIDDLE,1,4,6,8,2.0,184,6.23,10296,348.43,24162,817.66,13,1,1,0,0,CLASSIC
KR_8313940327,2026-07-25 15:06:22.786,20.65,Seraphine,UTILITY,1,1,4,11,3.0,28,1.36,6557,317.53,11731,568.09,42,0,0,0,0,CLASSIC
KR_8313860362,2026-07-25 14:30:12.358,29.38,Hwei,MIDDLE,1,7,4,11,4.5,265,9.02,14371,489.09,42695,1453.03,14,1,0,0,0,CLASSIC
KR_8313793202,2026-07-25 13:56:52.334,25.7,Mordekaiser,TOP,0,0,11,2,0.18,136,5.29,6629,257.94,9748,379.3,11,0,0,0,0,CLASSIC
KR_8313717421,2026-07-25 13:24:05.506,27.77,Ambessa,TOP,0,2,6,5,1.17,218,7.85,10018,360.79,21111,760.3,20,0,0,0,0,CLASSIC
KR_8313646631,2026-07-25 12:52:12.755,27.07,Ambessa,TOP,1,4,5,5,1.8,194,7.17,10638,393.03,19164,708.03,17,0,0,0,0,CLASSIC
KR_8313610088,2026-07-25 12:29:53.215,18.6,Lulu,UTILITY,0,2,6,5,1.17,19,1.02,5501,295.75,6923,372.2,40,0,0,0,0,CLASSIC
KR_8312028744,2026-07-24 12:28:44.374,29.9,Ambessa,TOP,0,6,7,5,1.57,260,8.7,13415,448.66,27412,916.79,25,0,0,0,0,CLASSIC
KR_8311523188,2026-07-24 05:01:42.969,35.3,Jhin,BOTTOM,1,20,5,11,6.2,230,6.52,20129,570.23,45703,1294.7,48,3,0,0,0,CLASSIC
KR_8310866737,2026-07-23 13:21:35.000,29.83,Zaahen,TOP,0,6,9,2,0.89,191,6.4,13100,439.11,35690,1196.31,26,0,0,0,0,CLASSIC
KR_8310801493,2026-07-23 12:45:26.110,31.32,Talon,MIDDLE,1,17,11,11,2.55,224,7.15,17552,560.47,50315,1606.65,24,1,0,0,0,CLASSIC
KR_8301786431,2026-07-17 06:37:03.919,34.55,Akali,MIDDLE,1,6,11,5,1.0,186,5.38,11912,344.78,26929,779.42,24,0,0,0,0,CLASSIC
KR_8301761168,2026-07-17 06:19:00.929,12.2,Annie,MIDDLE,1,3,2,5,4.0,90,7.38,5320,436.07,8061,660.74,5,0,0,0,0,CLASSIC
KR_8301698944,2026-07-17 05:42:34.811,29.03,Sylas,MIDDLE,0,6,12,2,0.67,165,5.68,9474,326.31,21519,741.18,17,0,0,0,0,CLASSIC
KR_8301666559,2026-07-17 05:13:57.986,23.37,TwistedFate,MIDDLE,1,2,5,10,2.4,205,8.77,11022,471.7,14423,617.25,11,0,0,0,0,CLASSIC
KR_8301623410,2026-07-17 04:37:50.923,31.47,Akali,MIDDLE,0,11,6,2,2.17,250,7.94,14669,466.18,31634,1005.32,20,2,0,0,0,CLASSIC
KR_8298424271,2026-07-14 13:40:31.363,25.7,Zed,MIDDLE,1,9,2,3,6.0,211,8.21,13982,544.05,21607,840.74,13,2,1,0,0,CLASSIC
KR_8298366694,2026-07-14 13:15:38.212,19.3,Lulu,UTILITY,0,1,3,0,0.33,18,0.93,4956,256.79,6089,315.49,21,0,0,0,0,CLASSIC
KR_8298288824,2026-07-14 12:36:25.106,32.32,Akali,MIDDLE,0,11,7,4,2.14,239,7.4,13587,420.43,29929,926.12,34,3,0,0,0,CLASSIC
KR_8298250244,2026-07-14 12:13:05.678,19.27,Sylas,MIDDLE,1,8,7,12,2.86,104,5.4,8124,421.66,21261,1103.51,12,0,0,0,0,CLASSIC
KR_8294493034,2026-07-11 13:44:55.247,25.05,Akali,MIDDLE,1,11,4,7,4.5,190,7.58,12372,493.89,22304,890.38,25,0,0,0,0,CLASSIC
KR_8293965835,2026-07-11 08:19:50.373,30.25,TwistedFate,MIDDLE,0,5,6,4,1.5,227,7.5,13680,452.23,24319,803.93,23,0,0,0,0,CLASSIC
KR_8293864342,2026-07-11 07:08:49.293,38.85,Jax,TOP,0,7,8,7,1.75,274,7.05,15005,386.23,27831,716.37,29,0,0,0,0,CLASSIC
KR_8293792273,2026-07-11 06:13:27.700,15.3,KSante,TOP,1,3,0,2,5.0,120,7.84,6142,401.44,9124,596.34,6,0,0,0,0,CLASSIC
KR_8293579127,2026-07-11 02:44:01.358,24.28,Kassadin,MIDDLE,1,5,3,5,3.33,186,7.66,9458,389.49,12207,502.69,9,1,0,0,0,CLASSIC
KR_8292900406,2026-07-10 13:29:31.984,32.58,Hwei,MIDDLE,0,1,6,3,0.67,258,7.92,10848,332.93,31641,971.08,21,0,0,0,0,CLASSIC
KR_8290497790,2026-07-08 13:03:37.782,28.3,Ahri,MIDDLE,0,1,9,2,0.33,195,6.89,8776,310.11,13822,488.41,15,0,0,0,0,CLASSIC
KR_8290424629,2026-07-08 12:25:10.019,32.2,KSante,TOP,0,8,6,4,2.0,218,6.77,11766,365.4,24297,754.57,29,0,0,0,0,CLASSIC
KR_8288174040,2026-07-06 13:06:57.553,15.2,Alistar,TOP,0,0,9,1,0.11,43,2.83,3183,209.41,5323,350.2,7,0,0,0,0,CLASSIC
KR_8285507707,2026-07-04 15:24:24.901,18.55,Yasuo,TOP,0,2,4,1,0.75,168,9.06,8121,437.79,9304,501.56,9,0,0,0,0,CLASSIC
KR_8285448650,2026-07-04 14:56:07.658,20.9,Hwei,TOP,0,3,4,0,0.75,181,8.66,8015,383.49,14648,700.86,14,0,0,0,0,CLASSIC
KR_8285245894,2026-07-04 13:26:59.550,28.87,Alistar,TOP,1,6,8,10,2.0,146,5.06,11572,400.88,26508,918.29,25,1,0,0,0,CLASSIC
KR_8285184142,2026-07-04 12:53:58.878,27.58,Alistar,TOP,0,0,10,7,0.7,145,5.26,7495,271.72,7382,267.63,18,0,0,0,0,CLASSIC
KR_8285149766,2026-07-04 12:42:17.104,2.53,Gnar,TOP,0,0,0,0,0.0,11,4.34,910,359.21,872,344.21,0,0,0,0,0,CLASSIC
KR_8285041484,2026-07-04 11:42:04.493,37.43,Chogath,TOP,0,8,8,10,2.25,288,7.69,15942,425.88,41466,1107.73,26,0,0,0,0,CLASSIC
KR_8284544556,2026-07-04 05:46:20.210,28.22,Alistar,TOP,0,2,5,6,1.6,149,5.28,8430,298.76,12328,436.9,13,0,0,0,0,CLASSIC
KR_8284330815,2026-07-04 02:13:12.635,30.05,Renekton,TOP,0,8,5,4,2.4,278,9.25,13619,453.21,25771,857.6,11,1,0,0,0,CLASSIC
KR_8284318358,2026-07-04 01:44:16.088,24.53,Alistar,TOP,1,4,8,8,1.5,124,5.05,8837,360.2,18791,765.94,13,1,0,0,0,CLASSIC
KR_8284292827,2026-07-04 01:14:41.777,24.9,Alistar,TOP,1,12,7,8,2.86,124,4.98,11435,459.24,25240,1013.65,12,1,0,0,0,CLASSIC
KR_8283788729,2026-07-03 14:18:37.233,27.92,Sylas,TOP,1,4,8,7,1.38,192,6.88,11153,399.51,28836,1032.93,17,0,0,0,0,CLASSIC
KR_8283523902,2026-07-03 12:13:06.094,24.17,Hwei,MIDDLE,0,6,4,6,3.0,230,9.52,11228,464.61,25018,1035.23,14,1,0,0,0,CLASSIC
KR_8283473977,2026-07-03 11:42:40.310,23.88,Jax,TOP,1,10,3,2,4.0,174,7.29,11582,484.94,26901,1126.35,11,0,0,0,0,CLASSIC
KR_8279929665,2026-06-30 12:21:15.690,25.15,Hwei,MIDDLE,0,4,9,5,1.0,177,7.04,9161,364.25,15937,633.68,20,0,0,0,0,CLASSIC
KR_8279854649,2026-06-30 11:33:43.771,22.63,Hwei,MIDDLE,0,2,7,2,0.57,140,6.19,7012,309.81,14571,643.78,7,0,0,0,0,CLASSIC
KR_8278888297,2026-06-29 13:25:47.974,30.23,Fizz,MIDDLE,1,8,8,8,2.0,185,6.12,12878,425.95,33050,1093.16,28,1,1,0,0,CLASSIC
KR_8278805608,2026-06-29 12:44:16.976,33.32,Maokai,MIDDLE,1,10,7,15,3.57,198,5.94,13305,399.35,27827,835.23,23,1,0,0,0,CLASSIC
KR_8277653991,2026-06-28 13:05:51.980,30.63,Ekko,MIDDLE,1,10,7,10,2.86,214,6.99,14777,482.38,47648,1555.43,19,1,1,1,0,CLASSIC
KR_8277605314,2026-06-28 12:39:14.892,22.62,Leblanc,MIDDLE,0,3,4,2,1.25,187,8.27,8354,369.37,18564,820.81,14,0,0,0,0,CLASSIC
KR_8277539207,2026-06-28 12:03:44.379,28.15,Talon,MIDDLE,1,7,5,10,3.4,184,6.54,10982,390.12,27403,973.46,19,1,0,0,0,CLASSIC
KR_8277232163,2026-06-28 08:51:10.570,29.85,Hwei,MIDDLE,1,5,4,12,4.25,191,6.4,12420,416.08,31437,1053.17,14,0,0,0,0,CLASSIC
KR_8277197104,2026-06-28 08:28:25.196,18.52,Ryze,MIDDLE,0,0,6,2,0.33,153,8.26,6437,347.63,9150,494.15,10,0,0,0,0,CLASSIC
KR_8277078973,2026-06-28 07:23:39.769,21.62,Hwei,MIDDLE,1,4,2,1,2.5,185,8.56,9572,442.81,14004,647.83,11,0,0,0,0,CLASSIC
KR_8276284505,2026-06-27 15:13:37.852,30.65,Akshan,MIDDLE,0,4,7,5,1.29,230,7.5,12137,395.99,21586,704.27,25,0,0,0,0,CLASSIC
KR_8275143597,2026-06-27 02:25:53.492,32.87,Leblanc,MIDDLE,0,7,2,3,5.0,214,6.51,12217,371.71,29644,901.95,18,0,0,0,0,CLASSIC
KR_8274709623,2026-06-26 15:20:44.070,29.45,Hwei,MIDDLE,1,10,4,16,6.5,233,7.91,14935,507.13,44112,1497.86,20,2,0,0,0,CLASSIC
KR_8274590752,2026-06-26 14:25:34.461,20.72,Thresh,UTILITY,0,2,6,5,1.17,21,1.01,5645,272.49,8416,406.24,35,0,0,0,0,CLASSIC
KR_8274513503,2026-06-26 13:47:59.813,22.47,Lissandra,MIDDLE,1,1,4,13,3.5,173,7.7,8338,371.13,12747,567.37,14,0,0,0,0,CLASSIC
KR_8274456320,2026-06-26 13:20:46.465,23.07,Nasus,TOP,0,0,6,0,0.0,195,8.45,7471,323.89,12908,559.6,13,0,0,0,0,CLASSIC
KR_8273146296,2026-06-25 12:51:37.923,42.17,Zaahen,TOP,1,5,17,13,1.06,190,4.51,13852,328.51,36676,869.79,20,0,0,0,0,CLASSIC
KR_8273075035,2026-06-25 12:11:34.352,35.97,Quinn,TOP,0,8,13,9,1.31,235,6.53,14253,396.28,33719,937.51,30,0,0,0,0,CLASSIC
KR_8268459253,2026-06-21 13:23:29.816,30.27,Quinn,TOP,1,10,10,9,1.9,151,4.99,13332,440.48,32176,1063.08,18,0,0,0,0,CLASSIC
KR_8268399099,2026-06-21 12:56:24.452,22.42,Hwei,MIDDLE,0,2,7,3,0.71,181,8.07,7874,351.26,18168,810.47,17,0,0,0,0,CLASSIC
KR_8268301893,2026-06-21 12:12:24.983,36.57,Malphite,TOP,1,9,5,16,5.0,250,6.84,18009,492.5,32236,881.57,27,1,0,0,0,CLASSIC
KR_8266643551,2026-06-20 12:20:07.059,29.5,KSante,TOP,1,4,10,11,1.5,164,5.56,10994,372.68,27146,920.2,12,0,0,0,0,CLASSIC
KR_8265950395,2026-06-20 04:31:13.332,43.82,Velkoz,MIDDLE,0,11,10,23,3.4,274,6.25,18563,423.65,49908,1139.02,22,0,0,0,0,CLASSIC
KR_8265182196,2026-06-19 13:30:26.463,31.93,Hwei,TOP,0,2,4,2,1.0,265,8.3,11295,353.71,24590,770.04,23,0,0,0,0,CLASSIC
KR_8263926977,2026-06-18 13:13:53.509,27.57,Hwei,MIDDLE,1,8,5,16,4.8,164,5.95,12944,469.55,34093,1236.75,26,1,0,0,0,CLASSIC
KR_8263864939,2026-06-18 12:42:49.757,23.73,Hwei,MIDDLE,1,5,5,4,1.8,185,7.79,10362,436.6,17668,744.44,11,0,0,0,0,CLASSIC
KR_8262786538,2026-06-17 13:16:21.782,34.03,Hwei,MIDDLE,0,11,7,7,2.57,256,7.52,15156,445.33,32269,948.16,24,0,0,0,0,CLASSIC
KR_8261531452,2026-06-16 12:33:36.332,15.7,Hwei,MIDDLE,1,2,0,2,4.0,146,9.3,6409,408.22,6188,394.14,9,0,0,0,0,CLASSIC
KR_8261525134,2026-06-16 12:25:50.919,1.63,Hwei,MIDDLE,1,0,0,0,0.0,4,2.45,636,389.39,452,276.73,0,0,0,0,0,CLASSIC
KR_8260474056,2026-06-15 13:19:41.460,33.93,Hwei,MIDDLE,1,11,6,12,3.83,279,8.22,15734,463.67,35476,1045.46,22,1,0,0,0,CLASSIC
KR_8259402081,2026-06-14 14:05:27.305,27.25,Hwei,TOP,1,7,3,6,4.33,184,6.75,11892,436.4,18174,666.94,19,0,0,0,0,CLASSIC
KR_8259322172,2026-06-14 13:26:31.881,31.1,Talon,MIDDLE,0,3,5,4,1.4,243,7.81,11730,377.17,25250,811.9,24,0,0,0,0,CLASSIC
KR_8259277135,2026-06-14 13:05:44.625,16.27,Sylas,MIDDLE,0,1,3,3,1.33,118,7.25,5630,346.11,8182,502.99,11,0,0,0,0,CLASSIC
KR_8259190132,2026-06-14 12:25:20.186,33.27,Hwei,MIDDLE,1,11,7,14,3.57,222,6.67,15294,459.74,38880,1168.74,31,1,0,0,0,CLASSIC
KR_8259111176,2026-06-14 11:46:40.654,32.65,Hwei,MIDDLE,0,7,8,6,1.62,230,7.04,14614,447.6,30840,944.56,20,0,0,0,0,CLASSIC
KR_8258683552,2026-06-14 07:14:00.761,29.28,Hwei,MIDDLE,1,3,5,4,1.4,209,7.14,11296,385.75,23146,790.42,21,0,0,0,0,CLASSIC
KR_8258267270,2026-06-14 00:32:19.410,38.38,Xerath,MIDDLE,1,5,6,16,3.5,255,6.64,15461,402.81,32061,835.28,29,0,0,0,0,CLASSIC
KR_8257896584,2026-06-13 15:37:40.145,28.3,Hwei,MIDDLE,1,5,3,5,3.33,244,8.62,12407,438.41,34293,1211.77,17,1,0,0,0,CLASSIC
KR_8257652167,2026-06-13 13:45:09.286,31.23,Briar,MIDDLE,1,10,12,5,1.25,178,5.7,13345,427.27,25713,823.26,18,1,0,0,0,CLASSIC
KR_8256575675,2026-06-12 23:23:09.496,29.37,Hwei,MIDDLE,0,2,2,4,3.0,286,9.74,11429,389.18,23166,788.85,25,0,0,0,0,CLASSIC
KR_8256224357,2026-06-12 15:16:54.450,26.93,Hwei,MIDDLE,0,7,13,3,0.77,175,6.5,11692,434.11,20535,762.44,13,0,0,0,0,CLASSIC
KR_8256149414,2026-06-12 14:41:04.742,28.5,Thresh,UTILITY,1,5,3,23,9.33,28,0.98,10048,352.56,13471,472.67,71,0,0,0,0,CLASSIC
KR_8255853788,2026-06-12 12:22:53.851,27.42,Hwei,MIDDLE,0,8,4,3,2.75,216,7.88,11744,428.35,26459,965.07,16,0,0,0,0,CLASSIC
KR_8255801584,2026-06-12 11:50:37.352,23.15,Hwei,MIDDLE,1,4,5,7,2.2,162,7.0,8913,385.01,23137,999.44,12,0,0,0,0,CLASSIC
KR_8254729708,2026-06-11 13:22:00.670,32.77,Hwei,MIDDLE,0,10,8,10,2.5,231,7.05,14847,453.11,35128,1072.07,23,1,0,0,0,CLASSIC
KR_8253456332,2026-06-10 13:03:01.213,40.27,Lissandra,MIDDLE,1,1,9,18,2.11,332,8.25,14891,369.81,34362,853.36,20,0,0,0,0,CLASSIC
KR_8253392574,2026-06-10 12:26:23.092,28.52,Briar,MIDDLE,1,14,7,7,3.0,189,6.63,13734,481.61,33422,1172.02,13,1,0,0,0,CLASSIC
KR_8252419106,2026-06-09 13:47:51.391,34.63,Lissandra,MIDDLE,0,8,13,12,1.54,235,6.79,14397,415.7,38757,1119.07,25,1,0,0,0,CLASSIC
KR_8251196006,2026-06-08 12:48:33.028,39.72,Varus,MIDDLE,1,10,11,19,2.64,272,6.85,18500,465.8,48404,1218.73,26,1,0,0,0,CLASSIC
KR_8248656309,2026-06-06 15:33:59.555,25.6,Tristana,MIDDLE,0,1,5,0,0.2,225,8.79,9131,356.68,14412,562.97,18,0,0,0,0,CLASSIC
KR_8248582249,2026-06-06 14:58:50.162,26.65,Lissandra,MIDDLE,0,1,15,5,0.4,173,6.49,8429,316.29,17440,654.41,23,0,0,0,0,CLASSIC
KR_8248509725,2026-06-06 14:28:23.969,24.97,Velkoz,MIDDLE,0,3,9,7,1.11,150,6.01,8061,322.87,12132,485.93,20,0,0,0,0,CLASSIC
KR_8248434517,2026-06-06 13:54:43.231,28.97,Briar,MIDDLE,1,12,4,8,5.0,227,7.84,15455,533.54,32760,1130.96,11,2,1,0,0,CLASSIC
KR_8248364875,2026-06-06 13:26:26.762,23.6,Talon,MIDDLE,1,6,7,4,1.43,159,6.74,8980,380.51,17825,755.3,14,1,0,0,0,CLASSIC
KR_8248282553,2026-06-06 12:45:45.494,34.77,Lissandra,MIDDLE,1,5,12,17,1.83,274,7.88,15129,435.16,43493,1251.0,22,0,0,0,0,CLASSIC
KR_8248221068,2026-06-06 12:11:14.243,30.07,Lissandra,MIDDLE,1,4,9,15,2.11,222,7.38,12157,404.33,30212,1004.83,21,0,0,0,0,CLASSIC
KR_8247928081,2026-06-06 09:00:02.376,23.67,Velkoz,MIDDLE,1,4,2,7,5.5,205,8.66,9803,414.21,19288,814.99,16,0,0,0,0,CLASSIC
KR_8247869947,2026-06-06 08:29:28.211,26.87,Varus,MIDDLE,1,10,5,11,4.2,211,7.85,14578,542.61,28021,1042.97,12,2,1,1,0,CLASSIC
KR_8247823480,2026-06-06 07:54:08.205,30.58,Vladimir,MIDDLE,1,14,6,6,3.33,226,7.39,16250,531.34,38577,1261.37,28,2,0,0,0,CLASSIC
KR_8247332461,2026-06-05 23:40:03.239,19.85,Vladimir,MIDDLE,0,0,8,1,0.12,121,6.1,5547,279.45,6729,338.99,6,0,0,0,0,CLASSIC
KR_8247321294,2026-06-05 23:06:14.632,24.8,Varus,MIDDLE,1,6,5,8,2.8,222,8.95,11401,459.72,22631,912.54,15,2,0,0,0,CLASSIC
KR_8246869473,2026-06-05 14:41:22.153,24.63,Velkoz,MIDDLE,1,9,4,6,3.75,188,7.63,11059,448.94,30260,1228.42,16,0,0,0,0,CLASSIC
KR_8246793840,2026-06-05 14:10:25.810,24.8,Vladimir,MIDDLE,0,6,4,2,2.0,236,9.52,12614,508.63,22327,900.28,10,1,0,0,0,CLASSIC
KR_8246620915,2026-06-05 12:49:29.177,21.08,Vladimir,MIDDLE,1,3,6,7,1.67,157,7.45,9075,430.43,16435,779.53,5,1,0,0,0,CLASSIC
KR_8246606482,2026-06-05 12:42:44.747,1.35,Ahri,MIDDLE,1,0,0,0,0.0,2,1.48,574,425.19,457,338.52,0,0,0,0,0,CLASSIC
KR_8246565942,2026-06-05 12:19:17.323,15.43,Briar,MIDDLE,0,1,7,0,0.14,72,4.67,4210,272.79,5622,364.28,5,0,0,0,0,CLASSIC
KR_8243914554,2026-06-03 10:22:44.901,37.8,Briar,MIDDLE,0,13,15,4,1.13,195,5.16,18236,482.43,44618,1180.37,15,1,0,0,0,CLASSIC
KR_8243593677,2026-06-03 07:07:38.518,30.63,Velkoz,MIDDLE,1,6,8,11,2.12,203,6.63,11919,389.09,35840,1169.97,15,1,0,0,0,CLASSIC
KR_8243564469,2026-06-03 06:47:39.252,15.27,Briar,MIDDLE,0,1,10,1,0.2,77,5.04,4691,307.27,8792,575.9,4,0,0,0,0,CLASSIC
KR_8243521997,2026-06-03 06:28:08.326,15.22,Velkoz,MIDDLE,0,1,4,1,0.5,123,8.08,5340,350.93,9912,651.39,10,0,0,0,0,CLASSIC
KR_8243255908,2026-06-03 02:55:43.694,31.22,Talon,MIDDLE,1,6,11,5,1.0,208,6.66,12108,387.87,22103,708.05,19,0,0,0,0,CLASSIC
KR_8243225892,2026-06-03 02:19:11.799,32.43,Velkoz,MIDDLE,0,6,9,9,1.67,201,6.2,12452,383.93,36569,1127.51,18,0,0,0,0,CLASSIC
KR_8243175840,2026-06-03 01:00:05.455,40.92,Velkoz,MIDDLE,1,10,15,15,1.67,252,6.16,17112,418.22,47647,1164.49,25,0,0,0,0,CLASSIC
KR_8243162075,2026-06-03 00:18:50.545,37.23,Briar,MIDDLE,0,11,17,5,0.94,229,6.15,14758,396.37,46422,1246.79,23,1,0,0,0,CLASSIC
KR_8243133954,2026-06-02 23:42:29.579,28.92,Velkoz,MIDDLE,1,6,6,8,2.33,211,7.3,11379,393.51,24600,850.72,23,0,0,0,0,CLASSIC
KR_8243130573,2026-06-02 23:13:09.256,24.25,Briar,MIDDLE,1,13,4,13,6.5,151,6.23,12454,513.57,28553,1177.44,13,1,0,0,0,CLASSIC
KR_8243119759,2026-06-02 22:50:04.047,18.52,Briar,MIDDLE,1,8,5,0,1.6,120,6.48,9299,502.2,15102,815.59,14,0,0,0,0,CLASSIC
KR_8242516068,2026-06-02 13:33:05.266,30.37,Briar,MIDDLE,0,12,11,7,1.73,191,6.29,14934,491.79,36739,1209.85,16,1,0,0,0,CLASSIC
KR_8242421854,2026-06-02 12:55:05.903,33.87,Varus,MIDDLE,0,4,11,2,0.55,308,9.09,16349,482.75,27979,826.15,14,0,0,0,0,CLASSIC
KR_8242361625,2026-06-02 12:21:12.505,27.25,Briar,TOP,1,5,7,9,2.0,191,7.01,11713,429.83,24204,888.22,12,0,0,0,0,CLASSIC
KR_8242248652,2026-06-02 11:09:02.501,29.75,Ryze,MIDDLE,0,4,9,5,1.0,232,7.8,11565,388.74,23500,789.92,29,0,0,0,0,CLASSIC
KR_8238427755,2026-05-30 14:15:17.192,23.87,Velkoz,MIDDLE,1,6,5,4,2.0,173,7.25,10301,431.61,24069,1008.48,25,0,0,0,0,CLASSIC
KR_8238139407,2026-05-30 11:56:48.258,25.25,Fizz,MIDDLE,1,8,8,3,1.38,188,7.45,12612,499.49,17629,698.18,16,0,0,0,0,CLASSIC
KR_8238107362,2026-05-30 11:37:09.109,15.3,Briar,MIDDLE,0,1,9,1,0.22,80,5.23,4289,280.33,6813,445.29,3,0,0,0,0,CLASSIC
KR_8237824821,2026-05-30 08:33:33.228,29.92,Briar,MIDDLE,1,11,10,0,1.1,201,6.72,12978,433.81,25903,865.84,22,1,0,0,0,CLASSIC
